Linha,Entidade,Toque,Ponto
Defumação,Defumação,Nago,"Cheirou as matas virgens cheirou, cheirou seu juremá (2x)
Mas como cheira nossa Umbanda de aruanda
Cheirou guiné, mas como cheira nossa Umbanda de aruanda (2x)"
Oxalá,Oxalá,Nago,"Pombinho branco mensageiro de Oxalá (2x)
Leva esta mensagem de todo coração até Jesus
Diga que somos soldados de Aruanda 
Trabalhamos na Umbanda, carregando a nossa cruz"
Oxalá,Oxalá,Nago,"Oxalá sim sim, ele é dono do alá (2x)
Ele é dono do alá, ele é dono do alá (2x)"
Oxalá,Oxalá,Nago,"Abre a porta gente, que aí vem Jesus
Ele vem cansado, com o peso da cruz (2x)
Vem de porta em porta, vem de rua em rua
Pra salvar as almas, sem culpar nenhuma (2x)"
Ogum,Sete Ondas,Samba,"Pisa na linha de Umbanda que eu quero ver (2x)
Pisa na linha de Umbanda que eu quero ver Ogum Iara, Ogum Megê (2x)"
Ogum,Beira-mar,Samba,"Se a sua espada brilha no raiar do dia, Seu Beira mar é filho da Virgem Maria (2x)
Beira mar vem beirando a areia, seu Beira mar é filho da mamãe sereia (2x)"
Ogum,Ogum,Samba,"Por entre matas, por entre mares e terras, eu entendi o que meu pai quis dizer (2x)
Ogum não devia beber, Ogum não devia fumar,
Mais a fumaça são as nuvens que passam, e a espuma as ondas do mar (2x)"
Ogum,Mege,Congo,"Ogum em seu cavalo corre, e a sua espada reluz 
Ogum, Ogum Megê sua bandeira cobre os filhos de Jesus (2x)"
Ogum,Sete Ondas,Samba,"Estava na beira da praia, quando vi Sete Ondas passar (2x)
Abre a porta gente que aí vem Ogum com seu cavalo marinho ele vem saravar (2x)"
Ogum,Matinata,Samba,"Mandei fazer um capacete de penas para usar antes da alvorada (2x)
Vermelho e branco, verde e azul, esse capacete tem, as cores de Ogum (2x)
De Ogum Naruê, de Ogum Matinata
Quando uso o capacete, eu ouço o toque da Alvorada (2x)"
Ogum,Xoroquê,Congo,"Ô Ogum,  Ogunhê, iê, iê… Ô Ogum, Ogum Xoroquê
Meu senhor das estradas… Ogunhê
Abra meus caminhos… Ogunhê
Meu senhor da porteira… Ogunhê
Ele é meu pai, Ogum Xoroquê!!!"
Ogum,Matinata,Nago,"Que cavaleiro é aquele que vem cavalgando pelo céu azul
É seu Ogum Matinata, ele é defensor do cruzeiro do sul (2x)
Eee, eea seu canjira, pisa na Umbanda (2x)"
Cigano,Cigano,Congo,"De longe eu vim
Eu cruzei sete pedreiras
Eu passei por cachoeiras
Onde mora aieieu

Lá nas campinas
Onde a lua é prateada
Eu sou cigano da alvorada
Eu sou cigano eu sou mais eu

Com minha viola
Eu sou mais eu
Eu sou cigano
Eu sou mais eu"
Cigano,Cigana,Samba,"oh cirandeiro oh cirandeiro ó
a  pedra do seu anel brilha mais do que o sol (2x)

com seu pandeiro , a rosa vermelha no cabelo
que bonito ver a cigana no terreiro (2x)"
Ogum,Ogum,Samba,"Na lua nova na umbanda ele é ogum
Na lua nova na umbanda ele é ogum

Ogum iê
Zambi ele é ogum
Ogum iê
Zambi ele é ogum"
Ogum,Ogum,Samba,"Mandei Fazer
Um Capacete De Penas
Para Usar
Antes Da Alvorada

Vermelho E Branco
Verde E Azul
Esse Capacete
Tem As Cores De Ogum

De Ogum Megê
De Ogum Matinata
De Ogum Megê
De Ogum Matinata

Quando Uso O Capacete
Ouço O Toque Da Alvorada"
Ogum,Ogum,Samba,"Se Meu Pai É Ogum
Vencedor De Demandas
Ele Vem De Aruanda
Pra Salvar Filhos De Umbanda

Ogum, Ogum Iara
Ogum, Ogum Iara
Salve Os Campos De Batalha
Salve A Sereia Do Mar

Ogum, Ogum Iara
Saravá Ogum, Ogum Iara"
Ogum,Ogum,Nago,"Ogum Me Disse
Que Dançar Nagô É Bom (2x)

Que Dançar Nagô É Bom
Que Dançar Nagô É Bom (2x)"
Ogum,Ogum,Congo,"Nos Campos Do Humaitá
Ogum Guerreou E Venceu (2X)

Ganhou Divisa De General
Foi São José E Maria Quem Deu (2X)"
Ogum,Mege,Samba,"Ogum Megê
Não Me Deixe Sofrer
Não Me Deixe Chorar
Tanto Assim (2X)


Quando Eu Morrer
E Passar Por Aruando
Eu Vou Pedir Pra Pai Ogum
Saravar A Nossa Banda"
Ogum,Subida,Congo,"Selei Selei
Meu Pai Ogum Ja Vai Embora
Seu Cavalo Selei"
Ogum,Ogum,Congo,"Ogum Em Seu Cavalo Corre
E A Sua Espada Reluz

Ogum, Ogum Megê
Sua Bandeira Cobre Os Filhos De Jesus , Ogum Iê"
Ogum,Ogum,Samba,"Ele Venceu A Guerra
Ele Tocou Clarim 
Ele Jurou Justiça
Ele Lutou Por Mim

São Dois Guerreiros
Na Madrugada
Seu Ogum Beira Mar E Seu Ogum Matinata"
Iemanjá,Iemanjá,Samba,"Eu fiz um pedido à mamãe Sereia, a Iemanjá para nunca mais penar
Foi na areia, numa noite na areia branca do mar
A noite escura, no céu clareia 
Iemanjá, minha doce mãe sereia
Foi na areia, uma noite na areia branca do mar"
Iemanjá,Iemanjá,Ijexa,"Iê Iemanjá, iê Iemanjá rainha das ondas, sereia do mar (2x)
Mas como é lindo o canto de Iemanjá, faz até o pescador chorar
Quem escuta a Mãe d'água cantar vai com ela pro fundo do mar (2x)"
Iemanjá,Iemanjá,Ijexa,"Navio negreiro no fundo do mar, correntes pesadas na areia arrastar
A negra escrava se pôs a cantar, saravá nossa Mãe Iemanjá 
Virou a canoa no fundo do mar, mas quem nos salvou foi a mãe Iemanjá"
Iemanjá,Iemanjá,Barravento,"Saia do mar, linda sereia… saia do mar, venha brincar na areia
Saia do mar, sereia bela… saia do mar, venha brincar com ela"
Iemanjá,Iemanjá,Nago,"Eu fui na beira da praia, pra ver o balanço do mar 
Eu vi um retrato na areia, me lembrei da sereia comecei a cantar 
Oh Janaína vem ver, oh Janaína vem cá receber suas flores, que venho lhe ofertar"
Iemanjá,Iemanjá,Congo,"Hoje! Hoje eu vou cantar vou louvar na areia, em lua cheia a mãe Iemanjá (2x)
Rosa do mar, minha estrela do céu azul
Não é historia de pescador, que o meu amor, eu vou lhe entregar
Deixa, deixa as ondas do mar passar, ouça o canto da bela Odoiá
Oxalá quem mandou, um grande amo, do fundo do mar"
Iemanjá,Iemanjá,Nago,"Eram duas ventarolas, duas ventarolas, que ventam no mar (2x)
Uma era Iansã oh eparrey, a outra era Iemanjá Odociá"
Iemanjá,Iemanjá,Congo,"Iemanjá ô, esquindô lele Iemanjá / Iemanjá ô, veio do fundo do mar
É Janaína que vem de tão longe, que vem de tão longe das ondas do mar (2x)"
Iemanjá,Iemanjá,Samba,"Eu Sou Filho De Yabá
Yabá É Minha Mãe (2X)

A Rainha Do Tesouro... 

Odociaba É Do Fundo Mar
Odociaba É Do Fundo Mar (2X)"
Iemanjá,Iemanjá,Congo,"Dona Janaína dos cabelos longos venha me benzer com seu cordão de flores  (2x)
Ô Janaína, rainha d’água, solta os cabelos Janaína e caia na água
Dona Janaína é de nanauê, é de nanauê, é de nanauá  (2x)"
Oxóssi,Oxóssi,Samba,"Oxóssi Na Mata É Rei
Oxóssi Na Mata É
Quem Anda Dentro Da Mata
Sem Deixar Mata De Pé

Caboclo Não Desacata
Caboclo Sabe Quem É
Ele Anda Dentro Da Mata
Sem Deixar Mata De Pé

Oxóssi Na Mata É Rei
Oxóssi Na Mata É
Quem Anda Dentro Da Mata
Sem Deixar Mata De Pé

Ele Tem Flecha E Bodoque
Ele Tem Lança E Cocar
A Mata É O Seu Reino
E Na Mata Reinará"
Oxóssi,Oxóssi,Samba,"Naquela estrada de areia, aonde a lua clareou (2x)
Todos os caboclos pararam para ver a procissão de São Sebastião
Okê, okê caboclo, meu pai caboclo, é São Sebastião (2x)"
Oxóssi,Oxóssi,Nago,"Quem manda na mata é Oxóssi, Oxóssi é caçador (2x)
Ouvi meu pai assobiar, ele mandou chamar(2x)
É de Aruanda auê, é de  Aruanda auá
Se ele é caboclo, ele é flecheiro, é de Aruanda (2x)"
Oxóssi,Oxóssi,Congo,"Sou filho do guerreiro de uma flecha só, sou filho de Oxossi caçador
Como todo bom guerreiro não anda só, tem sempre um irmão merecedor
O Rei das Matas, o meu protetor, o Rei das Matas, o meu protetor
Saravá meu pai Oxossi, sua benção meu senhor… Oke Arô (2x)
Sou filho do guerreiro de uma flecha só, sou filho de Oxossi caçador
Ele é mensageiro do Pai maior, e cumpre sua missão com muito amor
O Rei das Matas, o meu protetor, o Rei das Matas, o meu protetor"
Oxóssi,Oxóssi,Nago,"Eu vi chover, eu vi relampejar mas mesmo assim o céu estava azul
Samborê pemba, folha da Jurema, Oxóssi reina, de norte a sul (2x)"
Oxóssi,Oxóssi,Samba,"Oxossi Plantou Manacá Em Aruanda
Manacá Deu Flor Na Umbanda (2X)

Para Oferecer 
Aos Filhos Dessa Banda"
Oxóssi,Oxóssi,Samba,"Oxóssi assobiou pra passar no humaitá, pra falar com Ogum Megê mensageiro de Oxalá"
Oxóssi,Oxóssi,Congo,"Oxóssi odé 
É são Sabastião 
Ele reina la mata 
É morador 
La do sertão"
Oxóssi,Oxóssi,Congo,"Eu vi a lua eu vi a lua 
Eu vi a lua eu falei com ela 
A lua é linda a lua é bela 
Senhor Oxóssi mora dentro dela"
Oxóssi,Oxóssi,Congo,"Ele atirou
Ele atirou e ninguém viu
Senhor Oxóssi é quem sabe
A onde a flecha caiu"
Oxóssi,Oxóssi,Congo,"Oh ninguém mexe na espada de Ogum 
Oh ninguém mexe na machada de Xangô
Oh ninguém mexe nas flechas de Oxóssi 
Que lá nas matas ele é caçador "
Oxum,Oxum,Ijexa,"Eu vi mamãe Oxum na cachoeira, sentada na beira do rio  (2x)
Colhendo lírios, lírios ê, colhendo lírios, lírios á 
Colhendo lírios pra enfeitar nosso Congá (2x)"
Oxum,Oxum,Congo,"Tava sentado lá no alto das pedreiras, olhando as cachoeiras, as matas e o mar
Iemanjá tava arrumando o seu vestido, Xangô me deu um grito, Oxum vai levantar
Ai iê iê... Oxum vai levantar... (2x)
E lá nas matas Sr. Oxossi assobiou… Ai iê iê Oxum já levantou"
Oxum,Oxum,Ijexa,"Oro mi má… Oro mi maió / Oro mi maió...Yabado oyeyeo
Oro mi má… Oro mi maió / Oro mi maió…Yabado oyeyeo (2x)"
Oxum,Oxum,Ijexa,"Aiê ê, Aiê ê mamãe Oxum
Aiê ê, Aiê ê mamãe Oxumaré"
Oxum,Oxum,Samba,"Mamãe Oxum ela chorou, chorou pai, chorou mãe ela chorou"
Oxum,Oxum,Congo,"Eu Vi A Mamãe Oxum
De Branco Na Cachoeira (2X)

Eu Perguntei
O Que Ela Fazia
Estou Esperando Ogum
Para Jurar Bandeira (2X)"
Oxum,Oxum,Samba,"Foi Na Beira Do Rio, Na Beira Do Rio
Aonde Oxum Chorou (2X)

Chora Aieieu
Olhai Os Filhos Seus (2X)"
Oxum,Oxum,Ijexa,"Eu Vi Mamãe Oxum 
Cantando Na Cachoeira 
Dançando Toda Faceira 
Tão Linda Como Ela Faz

E Quando Ela Canta
Xangô Senta Na Pedreira
Oxossi Lá Na Ribeira
Nem Vento Não Venta Mais

Aie ! Ieo !
Minha Mãe 
Aie ! Ieo !
Mamãe Oxum 
Aie ! Ieo !
Moça Bonita, Demais !

Canta Oxum
Alivia Meu Coração
Me Tira Da Solidão
Me Traz Paz"
Xango,Xango,Congo,"Xangô, meu pai, amarra o inimigo e dá um nó
Xangô, meu pai, amarra na pontinha do cipó
Estão queimando velas, para me derrubar
Eu já fiquei doente meu pai, sem poder andar
Agora estou aqui é pra saudar Xangô
Que mire essa macumba no peito de quem mandou"
Xango,Xango,Samba,"Por detrás daquela serra, tem uma linda cachoeira (2x)
É de meu Pai Xangô, que arrebentou sete pedreiras (2x)"
Xango,Xango,Nago,"Pedra rolou pra Xangô, lá nas pedreiras
Afirma o ponto meu pai, na cachoeira (2x)
Tenho meu corpo fechado, Xangô é meu protetor
Afirma o ponto meu pai, pai de cabeça é Xangô (2x)"
Xango,Xango,Samba,"Sentado, na pedreira de Xangô, ô ô ô ô, eu fiz um juramento até o fim (2x)
Se um dia me faltar, a fé no meu Senhor, que role essas pedreiras sobre mim. (2x)"
Xango,Xango,Samba,"Lá em cima daquela pedreira, tem um livro que é de Xangô 
Kaô, kaô, kaô kabecile"
Xango,Xango,Congo,"Ele bradou na aldeia, bradou na cachoeira em noite de luar
No alto da pedreira vai fazer justiça pra nos ajudar (2x)
Ele bradou na aldeia Kaô, kaô e ele vai bradar Kaô kaô
Ele é Xangô da Pedreira, ele nasceu na cachoeira lá do Juremá (2x)"
Xango,Xango,Samba,"Dizem que xangô mora na pedreira mas não é lá sua morada verdadeira
Xangô mora numa cidade de luz, onde mora Santa Bárbara, Oxumaré e Jesus (2x)"
Xango,Xango,Samba,"Se eu errei, aqui estou
Pedindo maleme meu pai Xangô
Mandai a faísca de um raio pra me iluminar
Segura a pedra na pedreira não deixa rolar
Xangô, Kaô meu pai, seus filhos bambeiam mas não caem"
Xango,Xango,Samba,"Meu pai são joão batista ele é xangô
Senhor do meu destino até o fim (2x)

Se um dia me faltar a fé no meu senhor
Que role essa pedreira sobre mim (2x)"
Xango,Xango,Samba,"Estava olhando uma pedreira
E uma pedra rolou (2x)

Ela veio rolando
Bateu em meus pés
E se fez uma flôr (2x)

Quem foi que disse 
Que eu não sou filho de xangô (2x)
Filho de pai xangô
Ninguém joga no chão (2x)"
Xango,Xango,Samba,"Xangô, meu pai
Deixa essa pedreira aí (2x)

Umbanda está lhe chamando
Deixa essa pedreira aí (2x)"
Xango,Xango,Congo,"Xangô é rei
Ele é rei de nagô

Xangô é rei
Ele é rei de nagô

Batam palmas pra coroa de xangô"
Xango,Xango,Samba,"Oh Gino
Olha a sua banda
Oh Gino
Olha o seu congá (2x)

Aonde o roxinol cantava
É lá onde Xangô morava (2x)

Ele é Gino da Cobra Coral
Ele é Gino da Cobra Coral
Ele é Gino da Cobra Coral
Kaô (2x)"
Xango,Xango,Samba,"Estava dormindo sobre a pedra
Quando a umbanda me chamou
Acorda que já é hora 
E vem ouvir o lindo brado de xangô
Acorda que já é hora 
E vem ouvir o lindo brado de xangô"
Xango,Xango,Samba,"Eu ouvi um bater de uma pedra 
Eu ouvi no alto daquela serra 
Onde vive um bravo homem 
Bravo homem justiceiro e o seu nome é xango
 
Eeeeh meu pai 
nós pedimos por justiça (2X)
Eeeeh meu pai 
que assim seja
nossa prece seja ouvida
 
Kaô kabecilê, Xangô bradou
Com a força de mil raios 
Ele reina em oyó. (2X)"
Iansã,Iansã,Congo,"Olha que o céu clareou, quando o dia raiou, fez o filho pensar
A Mãe do tempo mandou, a nova era chegou, agora vamos cantar
Do humaitá Ogum bradou, senhor Oxóssi atirou, Iansã vai chegar
O ogã já firmou, o abaque afinou, agora vamos cantar
A eparrei ela é Oyá, ela é Oyá, a eparrei é Iansã, é Iansã
A eparrei, quando Iansã vai pra batalha
Todos os cavaleiros param só pra ver ela passar (2x)"
Iansã,Iansã,Barravento,"Ventou, mas que ventania (2x)
Iansã é nossa mãe, Iansã é nossa guia"
Iansã,Iansã,Samba,"Iansã tem um leque que venta, pra abanar nos dias de calor (2x)
Iansã mora nas pedreiras, eu quero ver meu Pai Xangô (2x)"
Iansã,Iansã,Samba,"Chora na macumba Iansã (2x)
Estava na beira da praia Iansã chorou, Chorou, Chorou (2x)"
Iansã,Iansã,Barravento,"A Iansã, ela é dona do mundo, dona do fogo, da faísca e do trovão
Eparrei Iansã de Aruanda, Santa Bárbara com a espada na mão (2x)"
Iansã,Iansã,Congo,"Ô Iansã menina, seu jeito me fascina, é de arrepiar
Ô Iansã guerreira, não há barreiras pra lhe segurar (2x)
Ela chegou bem devagar, observou em cada canto desse mundo e a fez pensar
A luz brilhou, em seu jacutá, e anunciou prepare que a guerreira agora vai reinar

Ô Iansã menina, seu jeito me fascina, é de arrepiar
Ô Iansã guerreira, não há barreiras pra lhe segurar (2x)
O tempo mudou fez o céu brilhar, o sol e a Lua irradiam energia para renovar
Que renasça o amor e fortaleça a fé
Pois Iansã está soprando pelo mundo um vendaval de Axé!
Ô Iansã menina, seu jeito me fascina, é de arrepiar
Ô Iansã guerreira, não há barreiras pra lhe segurar (2x)"
Iansã,Iansã,Barravento,"Foi uma rajada de vento 
Uma rajada de vento que passou 
Foi uma rajada de vento 
Que minha mãe mandou

Ôôôô ôôô oyaaa 
Ôya ôya ôya ôya (2x) "
Iansã,Iansã,Barravento,"Meu Pai que barulho e esse, que vem lá do bambuzal (2x) 

É Iansã de Balê, oi dando o Ilá para guerrear     (2x)

O seu bailar é como ventania, Seu grito e forte como um trovão 
Sarava bela Iansã, e só Egun que fica no chão 
Na mão direita traz sua espada, Na mão esquerda seu Patakoto 
Coroada com seu  Adê, foi Omolu quem te consagrou 

Meu Pai que barulho e esse, que vem lá do bambuzal 

É Iansã de Balê, oi dando o Ilá para guerrear   (2x)

Tem o poder da feitiçaria, Não teme nada, nem a ninguém 
E guerreira e poderosa, Quem leva as almas para o além 
Ela é rainha do meu Ilê, Quem traz a força e nos da axé
Vamos todos cantar juntos para saudar Iansã com fé"
Iansã,Iansã,Barravento,"Ventania, Ventania, Ventarola
Vem com a força de Iansã"
Nanã,Nanã,Congo,"São flores Nanã, são flores, são flores Nanã Buruquê 
São flores Nanã, são flores, para seu filho Obaluaê 
Nossa de Santana, é Nanã Buruquê, mãe de todos Orixás e de seu filho Obaluaê"
Nanã,Nanã,Congo,"É Nana ê, é Nana ê, é Nana ê
É Nana ê, é Nana ê, é Nana
Senhora das águas turvas, Nanã é iabá
Em Orum vive Nanã Buruquê, saluba linda senhora, viva seu poder"
Nanã,Nanã,Ijexa,"Eu olhei pro céu, pedi a Oxalá, que me desse as estrelas para me iluminar
Eu avistei um anjo que veio me guiar, o anjo então me disse o que tinha que saber ê ê ê ê
Sou de Nanã iê ê ê ê ê ê, sou de Nanã iê, Nanã Boruque....."
Nanã,Nanã,Congo,"Nana, Nana
Ela é nanã buruque

A sua saia é roxa
A sua cinta é de sapê"
Nanã,Nanã,Samba,"Se a minha mãe é saluba
Mas ela é o orixa mais antigo do céu 

Nanã , nanã buruquê
Quem é seu filho
Agora que eu quero ver"
Nanã,Nanã,Samba,"Eu vi uma senhora 
lá na beira da lagoa 
De longe já se via 
o brilho da sua coroa

Era nanã buruquê
Lavava o manto do seu filho oxumarê (2x)"
Nanã,Nanã,Ijexa,"Cubra com véu nanã
Cubra com véu nanã
Cubra com véu nanã buruquê

As chagas do seu filho 
só a senhora pode ver (2x)

Ele entrou nas matas
e as matas lhe curou (2x)

Hoje é orixá
e deus abençou"
Nanã,Nanã,Ijexa,"O Nanã
Venha me valer Nanã
Vem me socorrer Nanã (2x)

Na cachoeira tem um poço
Tem um poço de dendê (2x)
Mas esse poço é de Nanã
É de Nanã de Boruque (2x)"
Nanã,Nanã,Nago,"Na coroa de Zambi eu vi Nanã
Aue eu vi Nanã (2x)

Eu vi Nanã 
Eu vi Nanã, aue

É Nanã Boruque
É Nanã Boruque(2x)"
Nanã,Nanã,Samba,"Nanã é uma velha bem velha
Que mora no fundo do mar(2x)

Saluba Nanã, saluba Nanã
Saluba Nanã, que mora no fundo do mar(2x)"
Obaluaê,Obaluaê,Ijexa,"Atotô Baluaê, atotô Baba… Atotô Baluaê atotô é orixá
Meu Pai Oxalá é o Rei, venha me valer (2x)
O velho Omulu... Atotô Baluaê (2x)"
Obaluaê,Obaluaê,Ijexa,"Na pedra fria, no pé do morro, dizem que mora um velho lá (2x)
Ele é curador, ele é rezador, ele é Xapanã, ele vai te curar (2x)"
Obaluaê,Obaluaê,Ijexa,"Se ver um velho no caminho, toma benção (2x)
Deus te abençoe, deus te abençoe, deus te abençoe, Atoto Baluaê (2x)"
Obaluaê,Obaluaê,Congo,"Vim no cruzeiro das almas
para pedir a sua proteção

Que me livre da praga e das doenças
Estou pedindo Atotô de coração

Atotô, Atotô Obaluae
É um orixá que sempre vem me valer"
Obaluaê,Obaluaê,Congo,"Ê palha sagrada 
Traz esperança e muito amor
Dai-me licença meu povo
Obaluaê por aqui chegou

Ele chegou, Ele chegou 
Com os pés no chão 
Obaluaê Senhor"
Obaluaê,Obaluaê,Ijexa,"O velho Omulu vem caminhando devagar (2x)

Apoiado em seu cajado, ele vem na umbanda trabalhar (2x)

Omulu é, dono da terra Atotô Obaluaê"
Obaluaê,Obaluaê,Congo,"Tem palha seca palha seca no ilê
É do meu pai Obaluaê"
Obaluaê,Obaluaê,Congo,"Pipoca e dendê é bom de comer
Abaixo de zambi é Obaluaê"
Bater Cabeça,Babalaô,Nago,"Na mata virgem tamborim tocou, Oxalá mandou saravá babalaô (2x)
Babalaô baba, babalaô, baba, babalaô baba de orixá (2x)"
Bater Cabeça,Babalaô,Nago,"Hoje tem alegria galo branco já cantou, Bate bate cabeça, saravá babalaô (2x)
Saravá baba, saravá baba, sarava baba, sarava babalaô (2x)"
Bater Cabeça,Bater Cabeça,Samba,"Vamos bater a cabeça, em nome de pai Oxalá (2x)
Para saudar o nosso, para saudar a nossa baba (2x)"
Bater Cabeça,Bater Cabeça,Nago,"Vocês que são filhos de Umbanda, vocês que são filhos de fé
Bate a sua cabeça e peça a Deus o que quiser (2x)"
Bater Cabeça,Bater Cabeça,Nago,"Bate cabeça, filhos de Umbanda, pede força a nosso Pai Oxalá.
Bênção, mamãe. Bênção, papai, filhos de Umbanda tem coroa de Oxalá.
Com a mão direita peça uma bênção bate a cabeça, vai saudar seu orixá
Vai, vai, vai aos pés do nosso senhor, vai bater cabeça que Oxalá mandou
É, é, é, é obrigação, bater sua cabeça e pedir a proteção"
Abertura de Gira,Direita,Nago,"Eu abro a nossa gira, com Deus e Nossa Senhora
Eu abro a nossa gira, samborê, pemba de Angola"
Abertura de Gira,Esquerda,Nago,"Ô dá licença Ogum, a linha eu vou virar
Ô dá licença linha branca, na preta vou trabalhar (2x)"
Defumação,Defumação,Congo,"Vamos defumar o terreiro
Vamos defumar babá
Vamos defumar o terreiro
Vamos defumar babá

Defuma filhos de fé
na fé de pai oxalá
Defuma filhos de fé
na fé de pai oxalá"
Defumação,Defumação,Nago,"Se o rei da mata é oxossi
rei da pedreira é xangô (2x)

Foi foi ogum quem mandou
foi foi ogum quem mandou
com as ervas da jurema
eu fazer defumador"
Defumação,Defumação,Nago,"Como cheira a umbanda, cheirou
como cheira a umbanda
a umbanda cheirou

Meu pai oxalá
vem ver os filhos seus
Defuma esses filhos 
na hora de deus"
Marinheiro,Martin Pescador,Congo,"Sei sei sei
sei quem sou eu (2x)

Sou das águas sagradas
de mãe iemanjá
Sou martin pescador
do fundo do mar (2x)"
Marinheiro,Martin Pescador,Barravento,"Meu pai não gosta de mim 
Minha mãe foi quem me criou 
Me pegou pelo pé 
E me jogou na lagoa 
Seu Martim que ele é
Remador de canoa"
Marinheiro,Marinheiro,Barravento,"Minha mãe me deu um lindo barco
Dizia que eu era igual meu pai 
Meu pai se perdeu no mar há sete anos atrás 

Navegando em águas profundas 
Misteriosas do mar azul 
Encontrei uma pequena ilha 
E uma choupana feita de bambu 

Lá eu avistei um velho pescador 
Que há sete anos vivia por lá 
Mera semelhança nele eu encontrei
Era meu pai não podia negar 

Graças a marinha 
Sou marinheiro 
Junto de meu pai 
Sou pescador 
Agradeço a umbanda por ser filho dela 
Iemanjá que o barco guiou"
Marinheiro,Marinheiro,Samba,"Oh remador remador 
Apressa esse barco no mar
Eu quero ver meu amor
Mais quero mora do lado de lá (2x)

Oh meu amor está chorando
Cansada de tanto esperar
Mais a lua do céu é tão linda
Vou fazer serenata pro mar (2x)"
Marinheiro,Marinheiro,Nago,"Marinheiro quer quer quer 
Marinheiro quer beber vinho
Marinheiro quer farda branca
Enfeitada com azul marinho"
Marinheiro,Marinheiro,Nago,"Seu marinheiro eu não sei por que 
Mais toda madrugada eu sonho com você
Marinheiro é bom é bom nessa corrente 
Só os marinheiro para saudar toda essa gente"
Marinheiro,Marinheiro,Congo,"E la mano e la mano meu
Seu cair nessa ladeira 
lá mano segura eu"
Baiano,Zé Baiano,Samba,"Eu vi foi beirando a areia 
Louvei a mamãe sereia saudei mãe Iemanjá (2x)

Salve o senhor do Bonfim 
Iemanjá para me iluminar (2x)

Meu nome é zé baiano vim aqui para trabalhar 
Eu moro na Bahia onde tem o meu conga (2x)"
Baiano,Baiano,Ijexa,"Sete coco andou no mundo 
Sete coco o mundo andou

Na cidade da Bahia 
Sete coco o sim senhor"
Baiano,Baiano,Samba,"Eu levei uma carreira 
E esta foi pequenininha

Um facão de sete arrobas 
Fora o cabo e a bainha

Uma cesta de ovos e setecentas galinhas
E o trem corre é por cima da linha"
Baiano,Baiano,Barravento,"Samba de bambu de bambu le 
Samba de bambu de bambu la

É de bambu bambu le 
É de bambu bambu la

Peneira fina que não pode peneirar
Cordão de ouro que não pode arrebentar

Me dê a sua mão que te boto na pinguela
Pinguela é oba oba e não tem caruncho nela"
Baiano,Baiano,Barravento,"Vamo penerar 
Vamo penerar
Deixa a terra tremer e a poeira levantar"
Baiano,Baiano,Barravento,"Catimbozeiro velho 
Catimbozeiro velho 
Ele é baiano da Bahia ele é Catimbozeiro velho "
Baiano,Baiano,Samba,"Capoeira tome um sentindo (2x)
que eu vou lhe derrubar (2x)

Temos sangue de guerreiro nosso pai é abajé
Você veste calça branca mais não sabe pra que é"
Boiadeiro,Boiadeiro,Samba,"Estava fechando a porteira
Quando o garrote estouro 

Não tenha nada com isso 
Ah essa vida é um horror

Eeee eeee
Manuel quebra pedra eeeee

Mas eu ando no mundo 
Ninguém não me pega 
Cada por baixo é um tombo uma queda"
Boiadeiro,Boiadeiro,Samba,"Quem tem um pai não adora a ele
Eu adoro o meu, porque eu só tenho a ele(2x)

Oi serra, oi serra,
Eu quero ver, seu boiadeiro aqui na terra(2x)"
Boiadeiro,Boiadeiro,Samba,"Boiada boa, boiada de São Vicente 
No meio de tanto boi
Me mandaram um boi doente"
Boiadeiro,Boiadeiro,Samba,"Boiadeiro bom, 
boiadeiro da barra funda (2x)
Vai buscar sua boiada,
Tá na hora da macumba"
Boiadeiro,Boiadeiro,Barravento,"Eu tenho a minha faca
Mas não é por desaforo
Aonde eu mato o boi, ôh calunga
Aqui mesmo eu deixo o coro(2x)

Se esse boi morrer
O mocotó é meu
Pra fazer bandeira, ôh calunga
Desse boi mineiro

Boiá, boiá boiadeiro
Boiadeiro boiá
Se eu contar a minha vida
Esse boiadeiro chora"
Boiadeiro,Lajedo Grande,Barravento,"Por trás daquela mata escura
Em cima do seu lajedo
Eu vi homem tocar boiada
Ele era seu boiadeiro(2X)

Nos campos ele trabalhou,
Na umbanda ele vem trabalhar,
Saravá seu Lajedo Grande
Gretruê, gretruá"
Boiadeiro,Boiadeiro,Barravento,"Que meu sertão é alto
aroeira
E eu vejo o mar
aroeira
Pois sou boiadeiro,
aroeira
Filho de Ganga Zumbá
aroeira"
Caboclo,Caboclo,Congo,"A mata tava fechada, Oxalá mandou abrir
Quem tem sangue de caboclo, quero ver pisar aqui  (2x)

Caboclo é, caboclo é (2x)
Caboclo é a luz da mata, é"
Caboclo,Caboclo,Barravento,"Ê, ê, ê, boca da mata
Deixa os caboclo passar, boca da mata"